HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.content,Input.hour,Input.minute,Input.day,Input.motion,Input.location,Input.last_notification_time,Answer.sentiment,Approve,Reject
3MA5N0ATTCURBZOVTGPAEBFKCWFKWR,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3KIBXJ1WD6DLT9DNSW31L0YJSDTOKN,72AE87E2E87E9B,Submitted,Fri Mar 02 22:24:25 PST 2018,Fri Mar 02 22:24:54 PST 2018,Sat Mar 03 22:24:54 PST 2018,,,,29,0% (0/0),0% (0/0),0% (0/0),"It is 8 PM on Saturday. You are taking a bus to some place. You responded to (or clicked on) a notification more than 5 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",20,0,6,bus,others,9999,Accept,,
3MDWE879UHLF607TUS2P1OOJR1L9B6,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3KOPY89HM9L1W0EJRDJXWI0VIXX3J8,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:26:59 PST 2018,Fri Mar 02 22:27:44 PST 2018,Sat Mar 03 22:27:44 PST 2018,,,,45,0% (0/0),0% (0/0),0% (0/0),"It is 4:45 PM on Monday. You are walking at a gym. You responded to (or clicked on) a notification 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",16,45,1,walking,gym,30,Accept,,
3MIVREZQVHHMR2S9H7Q4MMXYOVYKQN,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3L4PIM1GQUZJARUKO3LWO3IZ1FLYR0,39FD84B2D84B64,Submitted,Fri Mar 02 22:22:02 PST 2018,Fri Mar 02 22:22:56 PST 2018,Sat Mar 03 22:22:56 PST 2018,,,,54,0% (0/0),0% (0/0),0% (0/0),"It is 8:30 AM on Monday. You are not moving (you could be sleeping or sitting some place). You are at your work. You responded to (or clicked on) a notification 1 hour ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",8,30,1,walking,work,60,Later,,
3MVY4USGB667YNHY98UX46XMEFUISZ,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3LEP4MGT3HJTW9I4WACSB33U15DBDT,5921CC421CC465,Submitted,Fri Mar 02 22:27:53 PST 2018,Fri Mar 02 22:28:05 PST 2018,Sat Mar 03 22:28:05 PST 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),"It is 9:30 AM on Saturday. You are walking around your home You responded to (or clicked on) a notification 10 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",9,30,6,walking,home,10,Accept,,
3MYASTQBG7UEDWMZPQ4HI9284M1QDG,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3LKC68YZ3BMCO974HAM49BSEFK1WOQ,B656AEA26AEA68,Submitted,Fri Mar 02 22:28:37 PST 2018,Fri Mar 02 22:29:16 PST 2018,Sat Mar 03 22:29:16 PST 2018,,,,39,0% (0/0),0% (0/0),0% (0/0),"It is 3:15 PM on Thursday. You are walking around your work You responded to (or clicked on) a notification 25 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",15,15,4,walking,work,25,Later,,
3MZ3TAMYTL6VX8HLUJUSEWSQSDBIRB,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3LKC68YZ3BMCO974HAM49BSEFK2OWJ,B656AEA26AEA68,Submitted,Fri Mar 02 22:25:55 PST 2018,Fri Mar 02 22:26:08 PST 2018,Sat Mar 03 22:26:08 PST 2018,,,,13,0% (0/0),0% (0/0),0% (0/0),"It is 7:15 PM on Monday. You are not moving (you could be sleeping or sitting some place). You are at your friend's place. You responded to (or clicked on) a notification 3 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,15,1,walking,friend-house,3,Later,,
3N7PQ0KLI58RY1UXNA35BJRIU6OE3U,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3MMN5BL1W0NRX8K4UAWPCASCMRS3MC,B656AEA26AEA68,Submitted,Fri Mar 02 22:27:18 PST 2018,Fri Mar 02 22:28:16 PST 2018,Sat Mar 03 22:28:16 PST 2018,,,,58,0% (0/0),0% (0/0),0% (0/0),"It is 1 PM on Sunday. You are taking a train to some place. You responded to (or clicked on) a notification 1 hour and 15 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",13,0,0,train,others,75,Accept,,
3O0M2G5VC6LVL1MKFDS2TAIDH94940,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3MMN5BL1W0NRX8K4UAWPCASCMRSM3V,B656AEA26AEA68,Submitted,Fri Mar 02 22:28:35 PST 2018,Fri Mar 02 22:29:06 PST 2018,Sat Mar 03 22:29:06 PST 2018,,,,31,0% (0/0),0% (0/0),0% (0/0),"It is 12 PM on Saturday. You are not moving (you could be sleeping or sitting some place). You are at your friend's place. You responded to (or clicked on) a notification more than 5 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",12,0,6,walking,friend-house,9999,Accept,,
3OKP4QVBP2GP20P92K83YUQ0DWVGA9,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3MYYFCXHJ4QCNU7MJL3D9A0L45C4GQ,9C599A9299A9F8,Submitted,Fri Mar 02 22:27:12 PST 2018,Fri Mar 02 22:27:32 PST 2018,Sat Mar 03 22:27:32 PST 2018,,,,20,0% (0/0),0% (0/0),0% (0/0),"It is 6:45 PM on Friday. You're sitting (or standing) at market. You responded to (or clicked on) a notification 4 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",18,45,5,stationary,market,240,Later,,
3OLZC0DJ8JYNQFY233Z2FTHTDJOIV4,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3N2BF7Y2VRD6RGR39VLRG4TM5WAMH2,18D70B9270B912,Submitted,Fri Mar 02 22:23:08 PST 2018,Fri Mar 02 22:23:41 PST 2018,Sat Mar 03 22:23:41 PST 2018,,,,33,0% (0/0),0% (0/0),0% (0/0),"It is 3:45 PM on Saturday. You are not moving (you could be sleeping or sitting some place). You are at your work. You responded to (or clicked on) a notification 3 hours and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",15,45,6,walking,work,210,Accept,,
3OREP8RUT2UULAU18Y8ZT5A6VEGBGZ,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3NJM2BJS4XPLVBD0FJZIMHQ1X9GCPF,B656AEA26AEA68,Submitted,Fri Mar 02 22:23:14 PST 2018,Fri Mar 02 22:23:26 PST 2018,Sat Mar 03 22:23:26 PST 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),"It is 8 PM on Thursday. You are walking around your home You responded to (or clicked on) a notification 1 hour ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",20,0,4,walking,home,60,Accept,,
3OREP8RUT2UULAU18Y8ZT5A6VEGGB4,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3NL0RFNU0G6HPG359COS72SEBMT4KT,9C599A9299A9F8,Submitted,Fri Mar 02 22:26:07 PST 2018,Fri Mar 02 22:26:19 PST 2018,Sat Mar 03 22:26:19 PST 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),"It is 11 AM on Monday. You are walking around your friend's place You responded to (or clicked on) a notification 2 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",11,0,1,walking,friend-house,120,Accept,,
3OYHVNTV5THJ6QFT2UY0XH2Y9UGKOF,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3OHYZ19UGDOFHW41G5QCRMVNN1ZAOU,B656AEA26AEA68,Submitted,Fri Mar 02 22:28:38 PST 2018,Fri Mar 02 22:29:23 PST 2018,Sat Mar 03 22:29:23 PST 2018,,,,45,0% (0/0),0% (0/0),0% (0/0),"It is 6 PM on Thursday. You are driving to some place. You responded to (or clicked on) a notification 35 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",18,0,4,driving,others,35,Later,,
3PEG1BH7AEAZNWQKYPTERX2Z2VXBK2,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3ON104KXQLF8KGXMYQ7VVDM9YT24WP,B656AEA26AEA68,Submitted,Fri Mar 02 22:27:17 PST 2018,Fri Mar 02 22:28:11 PST 2018,Sat Mar 03 22:28:11 PST 2018,,,,54,0% (0/0),0% (0/0),0% (0/0),"It is 10:45 AM on Sunday. You are taking a bus to some place. You responded to (or clicked on) a notification 1 minute ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",10,45,0,bus,others,1,Later,,
3PGQRAZX023TONW3DQG0QURA4YSSYF,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3PDJHANYK6Z42D6BMFEAR8W0FWV6HC,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:27:45 PST 2018,Fri Mar 02 22:27:53 PST 2018,Sat Mar 03 22:27:53 PST 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),"It is 3 PM on Friday. You are running at a park. You responded to (or clicked on) a notification 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",15,0,5,running,park,30,Later,,
3PUV2Q8SV4NR9QKA687RNK79IM0BDP,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3Q5C1WP23NKXFYLJF71K7F2T2CO15S,B656AEA26AEA68,Submitted,Fri Mar 02 22:25:42 PST 2018,Fri Mar 02 22:25:55 PST 2018,Sat Mar 03 22:25:55 PST 2018,,,,13,0% (0/0),0% (0/0),0% (0/0),"It is 4:15 PM on Wednesday. You are not moving (you could be sleeping or sitting some place). You are at a movie theater. You responded to (or clicked on) a notification 40 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",16,15,3,walking,movie-theater,40,Later,,
3QE4DGPGBRUA0B9STJYCLR40LMZG4Y,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QAPZX2QN5W59CHE15VMV3G7DAR20P,B656AEA26AEA68,Submitted,Fri Mar 02 22:27:15 PST 2018,Fri Mar 02 22:28:00 PST 2018,Sat Mar 03 22:28:00 PST 2018,,,,45,0% (0/0),0% (0/0),0% (0/0),"It is 8:15 PM on Tuesday. You are walking around a shopping mall You responded to (or clicked on) a notification 5 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",20,15,2,walking,mall,5,Accept,,
3QHITW7OYOSGFPJN5GDFS8U2JJ4QAE,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QBD8R3Z2220F7OK74GLEJ9NVR24OC,9C599A9299A9F8,Submitted,Fri Mar 02 22:26:21 PST 2018,Fri Mar 02 22:26:36 PST 2018,Sat Mar 03 22:26:36 PST 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),"It is 3 PM on Saturday. You are taking a bus to some place. You responded to (or clicked on) a notification 4 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",15,0,6,bus,others,4,Accept,,
3QO7EE372O6LYZOFBUDBNJE811PQB9,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QBD8R3Z2220F7OK74GLEJ9NVR34OD,B656AEA26AEA68,Submitted,Fri Mar 02 22:26:52 PST 2018,Fri Mar 02 22:27:12 PST 2018,Sat Mar 03 22:27:12 PST 2018,,,,20,0% (0/0),0% (0/0),0% (0/0),"It is 4:15 PM on Wednesday. You are not moving (you could be sleeping or sitting some place). You are at a restaurant. You responded to (or clicked on) a notification 25 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",16,15,3,walking,restaurant,25,Later,,
3QREJ3J433GB05CWP2I850Y4EPBKLY,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QEMNNSB2YI6UXFEJT0C61HYIFLD78,1D71CFB21CFB3A,Submitted,Fri Mar 02 22:24:27 PST 2018,Fri Mar 02 22:24:38 PST 2018,Sat Mar 03 22:24:38 PST 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),"It is 7 PM on Tuesday. You are driving to some place. You responded to (or clicked on) a notification 1 minute ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,0,2,driving,others,1,Dismiss,,
3RDTX9JRTYKS4O43HBQ9WM2N8BU97K,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QJOXOW4XKAU7601JUDLV1W9DGIMEM,B656AEA26AEA68,Submitted,Fri Mar 02 22:25:18 PST 2018,Fri Mar 02 22:25:28 PST 2018,Sat Mar 03 22:25:28 PST 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),"It is 6:15 PM on Sunday. You are walking around a shopping mall You responded to (or clicked on) a notification 3 hours ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",18,15,0,walking,mall,180,Accept,,
3RKHNXPHGWFEJVZQYGA9WNUNRG4KUS,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3QY7M81QH85E83LOBAMZAECO2OJ7KG,5573EB823EB847,Submitted,Fri Mar 02 22:23:12 PST 2018,Fri Mar 02 22:23:21 PST 2018,Sat Mar 03 22:23:21 PST 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),"It is 9:45 PM on Tuesday. You are walking around a shopping mall You responded to (or clicked on) a notification 2 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",21,45,2,walking,mall,2,Dismiss,,
3S829FDFT2KYMTNBB4Z9CHY11PODX0,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3R0T90IZ1TVFIYK1C09VS8C9WITGCF,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:28:42 PST 2018,Fri Mar 02 22:28:47 PST 2018,Sat Mar 03 22:28:47 PST 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),"It is 11:30 AM on Saturday. You're sitting (or standing) at work. You responded to (or clicked on) a notification 50 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",11,30,6,stationary,work,50,Dismiss,,
3S8APUMBJX2O7AY6XE2HBKAUUZGBF0,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3S06PH7KSSNSJB0CUDJ35RQLFTM1D0,72AE87E2E87E9B,Submitted,Fri Mar 02 22:27:03 PST 2018,Fri Mar 02 22:27:20 PST 2018,Sat Mar 03 22:27:20 PST 2018,,,,17,0% (0/0),0% (0/0),0% (0/0),"It is 7:45 PM on Tuesday. You're sitting (or standing) at market. You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,45,2,stationary,market,45,Later,,
3SBNLSTU6UONRONQCMNU92EC9PMDZX,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3S96KQ6I9NNTSVCLWW3DBX9G7CDDTL,9EF4D6D24D6DDD,Submitted,Fri Mar 02 22:28:31 PST 2018,Fri Mar 02 22:28:41 PST 2018,Sat Mar 03 22:28:41 PST 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),"It is 5:30 PM on Sunday. You are walking around a shopping mall You responded to (or clicked on) a notification 2 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",17,30,0,walking,mall,2,Dismiss,,
3T2HW4QDUVQYG5ZZ8SYKC8U19ML9CD,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3SLE99ER0OWWZAN0OS1P2VMXPNMBZR,72AE87E2E87E9B,Submitted,Fri Mar 02 22:26:42 PST 2018,Fri Mar 02 22:27:02 PST 2018,Sat Mar 03 22:27:02 PST 2018,,,,20,0% (0/0),0% (0/0),0% (0/0),"It is 7 PM on Sunday. You are taking a train to some place. You responded to (or clicked on) a notification 2 hours and 30 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",19,0,0,train,others,150,Accept,,
3TCFMTM8HE73TI427MULLP3WZJK12N,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:18 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:18 PST 2018,,,3TS1AR6UQRX3SHTAAZV2U1KJUS27FE,72AE87E2E87E9B,Submitted,Fri Mar 02 22:23:58 PST 2018,Fri Mar 02 22:24:24 PST 2018,Sat Mar 03 22:24:24 PST 2018,,,,26,0% (0/0),0% (0/0),0% (0/0),"It is 8:30 PM on Tuesday. You are walking around your friend's place You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",20,30,2,walking,friend-house,45,Accept,,
3TRB893CSJT7JYRBVHWJO3OACOPG7I,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3TXMY6UCAF76VNEFFWE7MMGB252CQ6,9C599A9299A9F8,Submitted,Fri Mar 02 22:27:49 PST 2018,Fri Mar 02 22:28:00 PST 2018,Sat Mar 03 22:28:00 PST 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),"It is 11:45 AM on Friday. You are walking around a market You responded to (or clicked on) a notification 5 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",11,45,5,walking,market,5,Dismiss,,
3TTPFEFXCT32FU8HWD993P0FWDI6H8,3VFQQ8MLFEIXZLA06PBE4V6V7CE4BM,Answer a survey about responding to the mobile phone notifications,You will answer a survey about responding to the notifications of your mobile phone in hypothetical situations.,"survey, mobile phone usage",$0.01 ,Fri Mar 02 22:21:19 PST 2018,1,BatchId:3137574;OriginalHitTemplateId:926051491;,60,86400,Fri Mar 09 22:21:19 PST 2018,,,3U088ZLJVLCRLSFLFPKTJAWWHHM0W5,72AE87E2E87E9B,Submitted,Fri Mar 02 22:23:27 PST 2018,Fri Mar 02 22:23:57 PST 2018,Sat Mar 03 22:23:57 PST 2018,,,,30,0% (0/0),0% (0/0),0% (0/0),"It is 8:15 AM on Sunday. You are not moving (you could be sleeping or sitting some place). You are at a market. You responded to (or clicked on) a notification 45 minutes ago. Now you receive a notification from our app. The notification says Can you take 10 seconds to complete this questionnaire?"" What will you do?""",8,15,0,walking,market,45,Accept,,
